Locus Tag	Entry	Protein names	Gene Names
GKGINBJK_00061	Q1CBH5	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YPA_0228
GKGINBJK_00061	Q6CZ31	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB ECA4322
GKGINBJK_00061	A1JID7	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB YE0241
GKGINBJK_00061	Q1R5H5	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB UTI89_C3960
GKGINBJK_00061	Q8CVL9	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB c4242
GKGINBJK_00061	Q0TC07	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB ECP_3546
GKGINBJK_00061	A1AGY4	sn-glycerol-3-phosphate-binding periplasmic protein UgpB	ugpB Ecok1_34300 APECO1_3006
GKGINBJK_00062	Q46731	Transposase for transposon Tn5 (EC 3.1.-.-) (Tnp)	tnpA tnp
GKGINBJK_00063	Q00037	Transposase for transposon gamma-delta (Transposon Tn1000 transposase)	tnpA ECOK12F010
GKGINBJK_00063	P03008	Transposase for transposon Tn3	tnpA
GKGINBJK_00063	P20189	Transposase for transposon Tn4556	tnpA
GKGINBJK_00064	P16942	Transposase for insertion sequence element IS629	
GKGINBJK_00064	P16942	Transposase for insertion sequence element IS629	
GKGINBJK_00064	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
GKGINBJK_00064	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
GKGINBJK_00064	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
GKGINBJK_00064	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
GKGINBJK_00064	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
GKGINBJK_00064	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
GKGINBJK_00064	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
GKGINBJK_00064	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
GKGINBJK_00064	P11257	Transposase for insertion sequence element IS3411	
GKGINBJK_00064	P11257	Transposase for insertion sequence element IS3411	
GKGINBJK_00064	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
GKGINBJK_00064	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
GKGINBJK_00064	P0CF85	Transposase InsF for insertion sequence IS3	insF
GKGINBJK_00064	P0CF84	Transposase InsF for insertion sequence IS3fA	insF6 yaaB ECOK12F002
GKGINBJK_00064	P0CF83	Transposase InsF for insertion sequence IS3E	insF5 b2089 JW2073
GKGINBJK_00065	P16942	Transposase for insertion sequence element IS629	
GKGINBJK_00065	P16942	Transposase for insertion sequence element IS629	
GKGINBJK_00065	P11257	Transposase for insertion sequence element IS3411	
GKGINBJK_00065	P11257	Transposase for insertion sequence element IS3411	
GKGINBJK_00065	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
GKGINBJK_00065	P9WKH8	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MT1803; MT2881; MT0413; MT3100
GKGINBJK_00065	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
GKGINBJK_00065	P9WKH9	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	Rv0796 MTV042.06; Rv1369c MTCY02B12.03c; Rv1756c MTCY28.22c; Rv1764 MTCY28.30; Rv2106 MTCY261.02; Rv2167c MTCY270.01; Rv2279 MTCY339.31c; Rv2355 MTCY98.24; Rv2479c MTV008.35c; Rv2649 MTCY441.18; Rv2814c MTCY16B7.29; Rv3185 MTV014.29; Rv3187 MTV014.31; Rv3326 MTV016.26; Rv3380c MTV004.38c; Rv3475 MTCY13E12.28
GKGINBJK_00065	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
GKGINBJK_00065	A5TY79	Putative transposase for insertion sequence element IS986/IS6110 (ORFB)	MRA_0011; MRA_0806; MRA_1379; MRA_1767; MRA_1769; MRA_1778; MRA_2121; MRA_2182; MRA_2298; MRA_2379; MRA_2504; MRA_2838; MRA_3219; MRA_3368; MRA_3420; MRA_3515
GKGINBJK_00065	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
GKGINBJK_00065	P59800	Putative transposase for insertion sequence element IS986/IS6110	BQ2027_MB2838C
GKGINBJK_00065	P19769	Putative transposase InsK for insertion sequence element IS150	insK dinS b3558 JW3528
GKGINBJK_00065	P16940	Insertion element IS600 uncharacterized 31 kDa protein (ISO-S3 31 kDa protein)	
GKGINBJK_00065	Q79CE8	Probable transposase for insertion sequence element IS1353	
GKGINBJK_00065	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
GKGINBJK_00065	P35878	Transposase for insertion sequence element IS904	nisX1 LL0137 L0458; nisX2 LL0140 L0459; nisX3 LL0637 L0461; nisX4 LL0822 L0462; nisX5 LL2145 L0465
GKGINBJK_00066	P0A045	Transposase for insertion sequence-like element IS431mec	tnp MW0027
GKGINBJK_00066	P0A044	Transposase for insertion sequence-like element IS431mec	tnp1 SA0026; tnp2 SA0034
GKGINBJK_00066	P0A043	Transposase for insertion sequence-like element IS431mec	tnp1 SAV0027; tnp2 SAV0036
GKGINBJK_00066	P0C1L0	Transposase for insertion sequence-like element IS431mec	tnp
GKGINBJK_00066	P14506	Transposase for insertion sequence element IS257 in transposon Tn4003	
GKGINBJK_00066	P0A1V3	Insertion element IS629 uncharacterized 12 kDa protein	
GKGINBJK_00066	P0A1V2	Insertion element IS629 uncharacterized 12 kDa protein S4062	S4062
GKGINBJK_00066	P37133	Uncharacterized protein pYV0051	pYV0051
GKGINBJK_00066	Q51647	Insertion element IS401 uncharacterized 12.4 kDa protein	Bmul_5725.1 BMULJ_05793
GKGINBJK_00066	P9WKH5	Insertion element IS6110 uncharacterized 12.0 kDa protein	Rv0795 MTV042.05; Rv1370c MTCY02B12.04c; Rv1757c MTCY28.23c; Rv1763 MTCY28.29; Rv2105 MTCY261.01; Rv2168c MTV021.01c; Rv2278 MTCY339.32c; Rv2354 MTCY98.23; Rv2480c MTV008.36c; Rv2648 MTCY441.17A; Rv2815c MTCY16B7.28; Rv3184 MYV014.28; Rv3186 MTV014.30; Rv3325 MTV016.25; Rv3381c MTV004.39c; Rv3474 MTCY13E12.27
GKGINBJK_00067	P07112	Mobilization protein A (DNA strand transferase) [Includes: DNA relaxase (EC 5.6.2.1) (DNA nickase); DNA primase (EC 2.7.7.101)]	mobA repB
GKGINBJK_00067	P55418	Probable conjugal transfer protein TraA	traA NGR_a03980 y4dS
GKGINBJK_00067	Q44363	Conjugal transfer protein TraA	traA
GKGINBJK_00067	Q44349	Conjugal transfer protein TraA	traA Atu6127 AGR_pTi_237
GKGINBJK_00067	P20085	Mobilization protein MobL	mobL
GKGINBJK_00068	P17492	Replication protein	
GKGINBJK_00068	P17492	Replication protein	
GKGINBJK_00068	P22308	Replication initiation protein	repA
GKGINBJK_00068	P22308	Replication initiation protein	repA
GKGINBJK_00068	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
GKGINBJK_00068	P62539	Replication initiation protein (Protein E) (Protein rep)	repE rep HCM1.137
GKGINBJK_00068	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
GKGINBJK_00068	P62538	Replication initiation protein (Protein E) (Protein rep)	repE E rep
GKGINBJK_00068	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
GKGINBJK_00068	P03856	Replication initiation protein (Protein E) (Protein rep) (Protein F4)	repE E rep ECOK12F045
GKGINBJK_00068	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
GKGINBJK_00068	P18351	Uncharacterized 27.6 kDa protein (ORF 239)	
GKGINBJK_00068	P03067	PI protein (Replication initiation protein)	pir
GKGINBJK_00068	Q8GN33	Probable replication protein rep	rep BL1821
